station,Date,Time,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l),label
station1,05-02-2022,14:40:00,23.1,5.2,0.022,25.51,9.6,33,0.71,0
station1,05-02-2022,15:00:00,26.8,5.3,0.057,25.42,7,20.4,0.69,0
station1,05-02-2022,15:20:00,20.1,5.4,0.041,25.38,8.8,27.1,0.71,0
station1,05-02-2022,15:40:00,5.2,6,0.022,25.37,10.5,27.8,0.74,0
station1,05-02-2022,16:00:00,0.2,6,0.066,25.32,8.6,30.4,0.65,0
station1,05-02-2022,16:20:00,17,5.7,0.055,25.11,6.3,22.7,0.66,0
station1,05-02-2022,16:40:00,20.8,5.4,0.052,25.08,10.8,24.6,0.74,0
station1,05-02-2022,17:00:00,6.9,5.5,0.017,25.06,8.7,28.8,0.69,0
station1,05-02-2022,17:20:00,3,5.2,0.039,24.99,8.2,22.3,0.67,0
station1,05-02-2022,17:40:00,17.4,5.9,0.05,24.86,8.2,24.6,0.73,0
station1,05-02-2022,18:00:00,4.9,5.9,0.066,24.85,7.8,33.1,0.73,0
station1,05-02-2022,18:20:00,13.6,6,0.032,24.65,7.8,23.5,0.71,0
station1,05-02-2022,18:40:00,23.7,6,0.098,24.48,9.4,24.3,0.61,0
station1,05-02-2022,19:00:00,15.5,5,0.069,24.47,8.8,27.6,0.65,0
station1,05-02-2022,19:20:00,19.4,5.8,0.071,24.29,11.9,32.9,0.67,0
station1,05-02-2022,19:40:00,21.6,5,0.099,24.18,10.1,30.8,0.75,0
station1,05-02-2022,20:00:00,19.9,5.4,0.053,24.14,9.2,34.3,0.73,0
station1,05-02-2022,20:20:00,20.9,6,0.001,24.1,8,30.5,0.65,0
station1,05-02-2022,20:40:00,13.2,5.5,0.07,23.91,6.1,31.3,0.67,0
station1,05-02-2022,21:00:00,16.1,6,0.09,23.72,6.6,31.9,0.69,0
station1,05-02-2022,21:20:00,14.8,5.6,0.038,23.66,10.1,33.8,0.62,0
station1,05-02-2022,21:40:00,11.5,5.4,0.071,23.59,6.4,30.9,0.63,0
station1,05-02-2022,22:00:00,18.4,5,0.034,23.41,8,33.7,0.64,0
station1,05-02-2022,22:20:00,26.5,5.9,0.077,23.36,10.9,23.9,0.63,0
station1,05-02-2022,22:40:00,21.9,5.8,0.004,23.25,10.4,31.1,0.7,0
station1,05-02-2022,23:00:00,16.3,5.1,0.014,22.96,9.9,22.9,0.61,0
station1,05-02-2022,23:20:00,21.4,5.5,0.054,22.86,10.5,23.9,0.65,0
station1,05-02-2022,23:40:00,5.2,5.3,0.026,22.84,9.5,22.3,0.71,0
station1,05-02-2022,00:00:00,16.4,5.3,0.003,22.74,10,30.1,0.72,0
station1,05-02-2022,00:20:00,21.2,5.9,0.04,22.41,11.7,23.1,0.65,0
station1,05-02-2022,00:40:00,22.3,5,0.001,22.38,7,34.4,0.71,0
station1,05-02-2022,01:00:00,4.1,5.2,0.07,22.16,10.8,27.4,0.67,0
station1,05-02-2022,01:20:00,27.4,5.5,0.068,22.02,7.3,25,0.64,0
station1,05-02-2022,01:40:00,9.5,5.5,0.099,21.94,10,31.6,0.71,0
station1,05-02-2022,02:00:00,19.2,5.7,0.016,21.91,9.5,33.5,0.65,0
station1,05-02-2022,02:20:00,8.8,6,0.023,21.8,10.4,22.9,0.72,0
station1,05-02-2022,02:40:00,7.6,6,0.014,21.65,9,18.8,0.62,0
station1,05-02-2022,03:00:00,12,5.2,0.071,21.62,6.8,21.1,0.66,0
station1,05-02-2022,03:20:00,0.9,5.4,0.073,21.53,8.7,34.3,0.74,0
station1,05-02-2022,03:40:00,20.3,5.5,0.087,21.5,6.5,26.7,0.61,0
station1,05-02-2022,04:00:00,2,5.5,0.01,21.45,10.5,29.9,0.68,0
station1,05-02-2022,04:20:00,4.3,5.2,0.039,21.3,10.4,20.9,0.71,0
station1,05-02-2022,04:40:00,9.2,5.1,0.035,21.25,6.7,28.2,0.6,0
station1,05-02-2022,05:00:00,27.8,5.6,0.071,21.11,11.9,30,0.69,0
station1,05-02-2022,05:20:00,5.8,5.3,0.082,21.02,10.7,29.4,0.62,0
station1,05-02-2022,05:40:00,17,5.9,0.031,21.08,11.4,28.7,0.69,0
station1,05-02-2022,06:00:00,14,5,0.015,21.16,10.4,31.4,0.73,0
station1,05-02-2022,06:20:00,28.2,5.5,0.034,21.38,11.5,26.3,0.66,0
station1,05-02-2022,06:40:00,22.1,5.6,0.04,21.39,10.7,34,0.62,0
station1,05-02-2022,07:00:00,2.3,5.8,0.013,21.56,9.6,30.3,0.66,0
station1,06-02-2022,07:20:00,19.8,5.1,0.087,21.71,10.8,26.7,0.62,0
station1,06-02-2022,07:40:00,25.1,5.8,0.085,21.93,6.2,29.8,0.65,0
station1,06-02-2022,08:00:00,11.2,5.1,0.048,21.99,11.7,28.5,0.73,0
station1,06-02-2022,08:20:00,22.7,5.4,0.039,22.07,11.2,30.6,0.66,0
station1,06-02-2022,08:40:00,28.7,5.5,0.005,22.21,9.2,33.3,0.73,0
station1,06-02-2022,09:00:00,4.3,6,0.06,22.22,8.9,26,0.67,0
station1,06-02-2022,09:20:00,9.1,5.9,0.091,22.4,6.8,33.6,0.61,0
station1,06-02-2022,09:40:00,29,5.7,0.045,22.9,9.4,27.5,0.75,0
station1,06-02-2022,10:00:00,4.9,5.9,0.085,23.36,10.6,23.8,0.72,0
station1,06-02-2022,10:20:00,3,5.2,0.072,23.38,6.8,28.3,0.68,0
station1,06-02-2022,10:40:00,24.9,5.5,0.07,23.43,10.1,27,0.64,0
station1,06-02-2022,11:00:00,19.6,5.5,0.028,23.59,12,26.9,0.61,0
station1,06-02-2022,11:20:00,2.2,5,0.064,23.59,6.5,29.1,0.62,0
station1,06-02-2022,11:40:00,10.4,5.2,0.013,23.6,7.4,29.5,0.62,0
station1,06-02-2022,12:00:00,4.3,5.1,0.083,23.82,7.5,32.2,0.68,0
station1,06-02-2022,12:20:00,12,5.7,0.057,24.36,10.8,24.1,0.66,0
station1,06-02-2022,12:40:00,22.4,5.4,0.018,24.85,11.7,22.5,0.64,0
station1,06-02-2022,13:00:00,8.8,5.8,0.032,24.97,8.8,22.6,0.69,0
station1,06-02-2022,13:20:00,5.5,5.1,0.092,25.25,8.3,32.4,0.67,0
station1,06-02-2022,13:40:00,12.4,6,0.067,25.49,8.6,34.3,0.6,0
station1,06-02-2022,14:00:00,27.2,6,0.063,26.04,6.7,34.2,0.67,0
station1,06-02-2022,14:20:00,16.8,5.9,0.061,25.96,7.1,28.4,0.69,0
station1,06-02-2022,14:40:00,27.6,5.2,0.072,25.91,11.8,30.5,0.73,0
station1,06-02-2022,15:00:00,27.8,5.3,0.082,25.81,10,31.6,0.66,0
station1,06-02-2022,15:20:00,9.4,5.2,0.046,25.71,6.8,27.5,0.62,0
station1,06-02-2022,15:40:00,10.5,5.8,0.075,25.7,11.7,22,0.62,0
station1,06-02-2022,16:00:00,26.3,5.2,0.046,25.6,9,18.7,0.66,0
station1,06-02-2022,16:20:00,10.4,5.7,0.068,25.57,6.1,32.3,0.64,0
station1,06-02-2022,16:40:00,24.4,6,0.011,25.34,10.6,30.3,0.63,0
station1,06-02-2022,17:00:00,10.6,5.2,0.017,25.01,8.5,19.3,0.61,0
station1,06-02-2022,17:20:00,8.3,5,0.003,24.99,8.1,22.1,0.63,0
station1,06-02-2022,17:40:00,1.3,5.8,0.098,24.93,6.1,26.9,0.61,0
station1,06-02-2022,18:00:00,9.4,5.9,0.018,24.86,11.9,29.4,0.63,0
station1,06-02-2022,18:20:00,27.8,5,0.077,24.85,11.3,26.6,0.67,0
station1,06-02-2022,18:40:00,10.4,5.5,0.028,24.74,9.4,20.9,0.6,0
station1,06-02-2022,19:00:00,1.3,5.6,0.051,24.67,8,20.8,0.62,0
station1,06-02-2022,19:20:00,0.7,6,0.057,24.47,8.3,22.3,0.71,0
station1,06-02-2022,19:40:00,9,5.3,0.041,24.45,8.6,29.8,0.67,0
station1,06-02-2022,20:00:00,17.3,5.9,0.076,24.34,9,24.8,0.69,0
station1,06-02-2022,20:20:00,17.4,5.9,0.052,24.32,8.5,31.5,0.69,0
station1,06-02-2022,20:40:00,14.4,5.5,0.01,23.89,8.3,28.2,0.7,0
station1,06-02-2022,21:00:00,5.5,5,0.042,23.76,9.1,34.1,0.63,0
station1,06-02-2022,21:20:00,29.5,6,0.009,23.38,9.2,31.6,0.7,0
station1,06-02-2022,21:40:00,27.6,6,0.015,23.29,7.5,33.1,0.66,0
station1,06-02-2022,22:00:00,22.5,5.2,0.079,23.11,10.6,30.6,0.7,0
station1,06-02-2022,22:20:00,15.4,5.5,0.049,23.03,11.1,24.5,0.61,0
station1,06-02-2022,22:40:00,23.6,5.7,0.091,22.97,10.8,18.9,0.73,0
station1,06-02-2022,23:00:00,1.3,5.2,0.019,22.81,11.4,20.6,0.75,0
station1,06-02-2022,23:20:00,21.9,5.5,0.041,22.8,11.5,26,0.71,0
station1,06-02-2022,23:40:00,2.5,5.6,0.072,22.75,10.8,27.4,0.72,0
station1,06-02-2022,00:00:00,2.7,5.6,0.017,22.55,11.4,26.9,0.6,0
station1,06-02-2022,00:20:00,28.9,5.4,0.033,22.47,6.4,24.8,0.62,0
station1,06-02-2022,00:40:00,24.9,5,0.044,22.46,9.7,21.7,0.75,0
station1,06-02-2022,01:00:00,9.1,5,0.01,22.37,11.3,26.8,0.7,0
station1,06-02-2022,01:20:00,19.5,6,0.098,22.34,6.9,27.9,0.68,0
station1,06-02-2022,01:40:00,23.9,5.2,0.082,22.32,10.3,25.6,0.68,0
station1,06-02-2022,02:00:00,8.1,6,0.035,22.26,6.6,29.9,0.63,0
station1,06-02-2022,02:20:00,10,5.4,0.016,22.01,9.4,29.4,0.7,0
station1,06-02-2022,02:40:00,29,5.8,0.053,21.97,8.6,24.5,0.7,0
station1,06-02-2022,03:00:00,4.1,5.2,0.005,21.82,10,30.3,0.63,0
station1,06-02-2022,03:20:00,6.2,5.5,0.005,21.64,10.6,23.3,0.6,0
station1,06-02-2022,03:40:00,14.5,5.9,0.057,21.57,9.9,34.3,0.75,0
station1,06-02-2022,04:00:00,12.6,5,0.077,21.43,8.5,22.3,0.6,0
station1,06-02-2022,04:20:00,9.4,5.6,0.082,21.36,9.7,31.1,0.64,0
station1,06-02-2022,04:40:00,12.5,5.1,0.061,21.28,9.1,25.9,0.6,0
station1,06-02-2022,05:00:00,22.7,5.8,0.004,21.12,11.3,32,0.61,0
station1,06-02-2022,05:20:00,11.7,5.1,0.045,21.05,8.4,18.8,0.74,0
station1,06-02-2022,05:40:00,10.6,5.8,0.097,21.1,8.9,22.2,0.63,0
station1,06-02-2022,06:00:00,22.2,5,0.068,21.18,7.8,21.1,0.61,0
station1,06-02-2022,06:20:00,1.7,5.1,0.083,21.19,6.1,34.4,0.69,0
station1,06-02-2022,06:40:00,14.7,5,0.024,21.23,8.7,28.5,0.73,0
station1,06-02-2022,07:00:00,25,5.6,0.042,21.43,7.2,19,0.74,0
station1,07-02-2022,07:20:00,22.4,5.4,0.004,21.58,6.6,20.2,0.6,0
station1,07-02-2022,07:40:00,26.1,5.9,0.038,21.76,10.8,23.4,0.69,0
station1,07-02-2022,08:00:00,25.4,5.3,0.077,22.51,11.1,31.1,0.63,0
station1,07-02-2022,08:20:00,12.5,5.3,0.094,22.66,6.1,21.6,0.75,0
station1,07-02-2022,08:40:00,10.2,5.7,0.098,22.81,10.2,20,0.64,0
station1,07-02-2022,09:00:00,22.2,5.2,0.005,22.89,10.1,32.1,0.73,0
station1,07-02-2022,09:20:00,2.8,5.7,0.058,22.97,8.9,28,0.6,0
station1,07-02-2022,09:40:00,18.5,6,0.013,23.2,10.9,20.5,0.62,0
station1,07-02-2022,10:00:00,28.4,5.6,0.035,23.27,7.7,32,0.69,0
station1,07-02-2022,10:20:00,27.1,5.9,0.097,23.96,7.4,32.2,0.66,0
station1,07-02-2022,10:40:00,17.5,5.5,0.071,24.11,8.7,31.3,0.69,0
station1,07-02-2022,11:00:00,14.3,5.5,0.095,24.62,10,26.8,0.68,0
station1,07-02-2022,11:20:00,5.3,5.2,0.073,24.67,10,28.7,0.71,0
station1,07-02-2022,11:40:00,17.8,5.2,0.011,24.76,10.4,29.3,0.65,0
station1,07-02-2022,12:00:00,8.4,6,0.093,25.01,10.1,31.7,0.75,0
station1,07-02-2022,12:20:00,12.3,5.2,0.011,25.29,10.4,21.3,0.72,0
station1,07-02-2022,12:40:00,15.4,5.5,0.038,25.31,11.4,21.2,0.67,0
station1,07-02-2022,13:00:00,10.6,5.6,0.092,25.35,10.6,19.8,0.7,0
station1,07-02-2022,13:20:00,20.3,5.7,0.089,25.9,11.9,23.6,0.71,0
station1,07-02-2022,13:40:00,16.3,5.7,0.079,25.93,11.4,24.3,0.74,0
station1,07-02-2022,14:00:00,7,5,0.07,25.96,11.9,32.4,0.6,0
station1,07-02-2022,14:20:00,8.1,5.8,0.048,25.6,11.4,25.5,0.67,0
station1,07-02-2022,14:40:00,20.6,5.5,0.059,25.51,8.4,23.1,0.65,0
station1,07-02-2022,15:00:00,21.4,6,0.01,25.4,9.5,30,0.68,0
station1,07-02-2022,15:20:00,0.2,5.8,0.067,25.34,7.6,29.9,0.62,0
station1,07-02-2022,15:40:00,24,6,0.09,25.29,11.9,25.2,0.62,0
station1,07-02-2022,16:00:00,3.6,5.4,0.04,25.23,8.7,22.4,0.67,0
station1,07-02-2022,16:20:00,18.9,5.8,0.084,25.22,7.3,33.7,0.69,0
station1,07-02-2022,16:40:00,29.1,5.8,0.017,24.94,10.5,26,0.72,0
station1,07-02-2022,17:00:00,26.8,5.2,0.048,24.8,9.5,27.3,0.67,0
station1,07-02-2022,17:20:00,6.7,6,0.075,24.79,6.6,28.7,0.75,0
station1,07-02-2022,17:40:00,15.2,5.5,0.007,24.58,10.4,27.9,0.72,0
station1,07-02-2022,18:00:00,13.3,5.1,0.008,24.58,8.3,30.2,0.63,0
station1,07-02-2022,18:20:00,24.9,5.3,0.028,24.53,8,34.1,0.6,0
station1,07-02-2022,18:40:00,16.5,5.8,0.087,24.42,7.3,21.8,0.73,0
station1,07-02-2022,19:00:00,25.1,6,0.07,24.4,8.6,33.3,0.64,0
station1,07-02-2022,19:20:00,7.3,6,0.005,24.28,6.2,28.2,0.62,0
station1,07-02-2022,19:40:00,18.1,5.4,0.063,24.21,9,24.3,0.65,0
station1,07-02-2022,20:00:00,2.5,5.5,0.084,24.15,10.8,20.5,0.62,0
station1,07-02-2022,20:20:00,15.4,5.2,0.034,24.13,10.9,29.7,0.64,0
station1,07-02-2022,20:40:00,23.9,5.1,0.06,24.01,6.4,26.8,0.6,0
station1,07-02-2022,21:00:00,19.5,5.1,0.073,23.87,9.4,32.7,0.69,0
station1,07-02-2022,21:20:00,17.7,5.5,0.054,23.84,10.8,23.4,0.62,0
station1,07-02-2022,21:40:00,20,5,0.017,23.81,10.2,18.7,0.67,0
station1,07-02-2022,22:00:00,6.3,5.3,0.028,23.67,9,33.1,0.72,0
station1,07-02-2022,22:20:00,19.2,5.3,0.068,23.67,8.2,27.8,0.61,0
station1,07-02-2022,22:40:00,15.1,5.5,0.049,23.65,11.8,31,0.68,0
station1,07-02-2022,23:00:00,2.4,5.6,0.078,23.54,10.6,22.4,0.66,0
station1,07-02-2022,23:20:00,2.9,5.6,0.06,23.39,6.3,22.1,0.7,0
station1,07-02-2022,23:40:00,17.5,5.3,0.064,22.66,8.3,24.9,0.62,0
station1,07-02-2022,00:00:00,13.3,5.7,0.018,22.94,9.2,30,0.66,0
station1,07-02-2022,00:20:00,24.9,5.6,0.076,22.81,6.5,21.9,0.65,0
station1,07-02-2022,00:40:00,9.6,6,0.054,22.68,12,24.1,0.61,0
station1,07-02-2022,01:00:00,11.8,5,0.09,22.61,6.1,30,0.75,0
station1,07-02-2022,01:20:00,29.8,5.4,0.071,22.46,6.2,21.1,0.63,0
station1,07-02-2022,01:40:00,10,5,0.04,22.34,11.8,25.3,0.67,0
station1,07-02-2022,02:00:00,18.8,5.3,0.002,21.97,8.9,25.5,0.61,0
station1,07-02-2022,02:20:00,5,5.9,0.1,21.92,9.2,20.5,0.6,0
station1,07-02-2022,02:40:00,5.8,6,0.035,21.86,7.9,27.9,0.66,0
station1,07-02-2022,03:00:00,19.8,5.2,0.002,21.77,7.6,32.5,0.62,0
station1,07-02-2022,03:20:00,29.6,5.4,0.044,21.5,10.7,34.1,0.6,0
station1,07-02-2022,03:40:00,3.4,5.8,0.036,21.42,6.2,32.3,0.6,0
station1,07-02-2022,04:00:00,4.5,5.8,0.033,21.41,8.3,28.8,0.68,0
station1,07-02-2022,04:20:00,8,5.2,0.09,21.24,6.4,29.7,0.61,0
station1,07-02-2022,04:40:00,11.6,5.9,0.072,21.18,10.8,22.4,0.74,0
station1,07-02-2022,05:00:00,9.2,5.1,0.035,21.09,10.7,26.6,0.67,0
station1,07-02-2022,05:20:00,28.1,5.2,0.081,21.16,11.4,20.4,0.71,0
station1,07-02-2022,05:40:00,0,5.9,0.018,21.28,7.8,23.8,0.65,0
station1,07-02-2022,06:00:00,23.1,5.9,0.046,21.28,7.6,20.9,0.61,0
station1,07-02-2022,06:20:00,8.5,6,0.023,21.47,9.1,22.1,0.66,0
station1,07-02-2022,06:40:00,21.1,6,0.088,21.86,6.4,34.2,0.71,0
station1,07-02-2022,07:00:00,7,5,0.028,22.42,11,22.5,0.71,0
station1,08-02-2022,07:20:00,22.8,5.6,0.082,22.64,11.6,30.5,0.66,0
station1,08-02-2022,07:40:00,15.2,5.7,0.035,22.73,8.3,28.4,0.73,0
station1,08-02-2022,08:00:00,2.7,6,0.066,22.76,8.5,30.8,0.61,0
station1,08-02-2022,08:20:00,22.2,5.5,0.022,23.29,11.5,25.9,0.73,0
station1,08-02-2022,08:40:00,29.6,5.1,0.088,23.72,10.2,22.6,0.73,0
station1,08-02-2022,09:00:00,0.6,5.1,0.003,23.74,6.8,31.5,0.71,0
station1,08-02-2022,09:20:00,5.2,5.3,0.033,24.2,11.5,30,0.65,0
station1,08-02-2022,09:40:00,11.2,5.1,0.047,24.21,6.4,20.1,0.73,0
station1,08-02-2022,10:00:00,0.1,5.5,0.088,24.51,9.8,32.2,0.64,0
station1,08-02-2022,10:20:00,2.6,5.6,0.076,24.54,7.7,21.3,0.67,0
station1,08-02-2022,10:40:00,12.7,6,0.074,24.86,6.5,27,0.6,0
station1,08-02-2022,11:00:00,2.2,5.2,0.088,24.98,9.4,20.9,0.65,0
station1,08-02-2022,11:20:00,10.4,5.6,0.067,25.16,6.2,25.5,0.7,0
station1,08-02-2022,11:40:00,29.4,6,0.032,25.16,9.9,21.9,0.61,0
station1,08-02-2022,12:00:00,13.2,5.1,0.038,25.18,11.7,29.4,0.6,0
station1,08-02-2022,12:20:00,27.2,5.5,0.028,25.31,8.7,28.9,0.64,0
station1,08-02-2022,12:40:00,22.8,5.8,0.005,25.35,12,31.9,0.63,0
station1,08-02-2022,13:00:00,18.8,6,0.098,25.37,8.3,29.6,0.7,0
station1,08-02-2022,13:20:00,21.7,5.8,0.083,25.56,7,20.9,0.66,0
station1,08-02-2022,13:40:00,17.6,5,0.094,26,11.6,33.8,0.64,0
station1,08-02-2022,14:00:00,25.8,6,0.063,25.9,11.1,25.2,0.64,0
station1,08-02-2022,14:20:00,15.2,5.8,0.036,25.64,8.1,33.6,0.75,0
station1,08-02-2022,14:40:00,2.3,5.9,0.049,25.56,6.3,25.4,0.69,0
station1,08-02-2022,15:00:00,4.1,5.3,0.01,25.36,8.8,24.3,0.62,0
station1,08-02-2022,15:20:00,5.6,5.8,0.098,25.35,10.2,26.9,0.62,0
station1,08-02-2022,15:40:00,10,5.4,0.052,25.29,11.1,23.2,0.64,0
station1,08-02-2022,16:00:00,22.6,5.1,0.012,25.23,10.3,22.8,0.74,0
station1,08-02-2022,16:20:00,26.3,5.7,0.084,25.09,10.8,19.1,0.63,0
station1,08-02-2022,16:40:00,29.2,5.3,0.057,24.9,7.4,33.5,0.7,0
station1,08-02-2022,17:00:00,26.1,5.6,0.081,24.71,6.2,25.2,0.72,0
station1,08-02-2022,17:20:00,18.7,5.3,0.032,24.67,7.6,23.7,0.7,0
station1,08-02-2022,17:40:00,11.5,6,0.061,24.5,8.3,26.9,0.63,0
station1,08-02-2022,18:00:00,8.7,5.7,0.004,24.47,9.3,33.4,0.6,0
station1,08-02-2022,18:20:00,25.1,5.6,0.087,24.43,7,26.5,0.61,0
station1,08-02-2022,18:40:00,21,5.2,0.073,24.33,8.5,32.2,0.62,0
station1,08-02-2022,19:00:00,16.9,5.3,0.01,24.26,7.5,25.2,0.67,0
station1,08-02-2022,19:20:00,25.7,6,0.023,24.2,6.7,21.6,0.62,0
station1,08-02-2022,19:40:00,3.5,5.2,0.098,23.81,9.8,34.4,0.74,0
station1,08-02-2022,20:00:00,11.3,5.3,0.071,23.8,8.5,27.3,0.7,0
station1,08-02-2022,20:20:00,6.9,5.3,0.091,23.78,6.9,18.9,0.74,0
station1,08-02-2022,20:40:00,19.8,5.6,0.029,23.74,10,24.8,0.62,0
station1,08-02-2022,21:00:00,15.8,5.8,0.02,23.58,6.5,28.6,0.68,0
station1,08-02-2022,21:20:00,19.6,6,0.007,23.43,6.3,32.8,0.67,0
station1,08-02-2022,21:40:00,17.7,5.4,0.048,23.35,8.9,21.6,0.63,0
station1,08-02-2022,22:00:00,27.4,5.6,0.1,23.19,8.4,22.7,0.7,0
station1,08-02-2022,22:20:00,18.3,5.9,0.095,23.19,7.1,23.4,0.67,0
station1,08-02-2022,22:40:00,12.5,5.2,0.073,23.16,9,31.7,0.72,0
station1,08-02-2022,23:00:00,20.2,5.1,0.071,23.1,8.1,29.2,0.62,0
station1,08-02-2022,23:20:00,17.2,5.8,0.032,22.99,7,27,0.72,0
station1,08-02-2022,23:40:00,26.4,5.3,0.073,22.95,6.5,30.5,0.68,0
station1,08-02-2022,00:00:00,28.6,5.2,0.017,23.01,11.2,33.3,0.6,0
station1,08-02-2022,00:20:00,27.5,5.7,0.035,22.92,8.3,24.4,0.73,0
station1,08-02-2022,00:40:00,28.1,5,0.072,22.76,6.9,18.7,0.7,0
station1,08-02-2022,01:00:00,13.3,5.5,0.091,22.74,8.4,25.5,0.69,0
station1,08-02-2022,01:20:00,1.1,5,0.078,22.6,8.6,19,0.71,0
station1,08-02-2022,01:40:00,28.6,5.5,0.006,22.53,8.5,23.7,0.73,0
station1,08-02-2022,02:00:00,24.2,5.8,0.079,22.53,9.8,30.2,0.63,0
station1,08-02-2022,02:20:00,16.8,5,0.003,22.45,7.9,30.3,0.61,0
station1,08-02-2022,02:40:00,11.3,5.6,0.051,22.18,7.3,26.4,0.63,0
station1,08-02-2022,03:00:00,27.2,5.1,0.076,21.65,7.2,22.4,0.71,0
station1,08-02-2022,03:20:00,6.8,5.6,0.094,21.53,9.8,22.7,0.61,0
station1,08-02-2022,03:40:00,12.4,5.2,0.039,21.47,10.5,26.2,0.7,0
station1,08-02-2022,04:00:00,23.3,5.5,0.036,21.38,10.8,27.3,0.61,0
station1,08-02-2022,04:20:00,8.2,5.7,0.062,21.28,8.4,27.2,0.61,0
station1,08-02-2022,04:40:00,10.5,5.6,0.092,21.25,11,24.6,0.62,0
station1,08-02-2022,05:00:00,11.3,5.7,0.03,21.15,8,21,0.65,0
station1,08-02-2022,05:20:00,11.3,5.6,0.07,21.32,8.6,28,0.66,0
station1,08-02-2022,05:40:00,23.2,5.2,0.085,21.4,11.2,33.2,0.6,0
station1,08-02-2022,06:00:00,3.8,5.1,0.033,21.79,7.7,25.7,0.65,0
station1,08-02-2022,06:20:00,18.6,5.1,0.088,21.88,7,29.1,0.72,0
station1,08-02-2022,06:40:00,2.4,5.8,0.079,21.9,8.9,28.8,0.6,0
station1,08-02-2022,07:00:00,20.7,5.8,0.028,21.9,9.9,25.5,0.64,0
station1,09-02-2022,07:20:00,28.7,5.8,0.03,22.05,6,19.1,0.63,0
station1,09-02-2022,07:40:00,27.3,5.9,0.03,22.07,9.1,31.5,0.66,0
station1,09-02-2022,08:00:00,26.7,5.5,0.006,22.23,11.3,33.2,0.62,0
station1,09-02-2022,08:20:00,30,5.4,0.056,22.44,10.1,20.4,0.67,0
station1,09-02-2022,08:40:00,26.4,5.2,0.024,22.47,8.3,19.2,0.62,0
station1,09-02-2022,09:00:00,2.5,5.1,0.078,22.96,7.6,25.7,0.69,0
station1,09-02-2022,09:20:00,10.9,5.6,0.059,22.97,9.6,21.7,0.71,0
station1,09-02-2022,09:40:00,8,5.8,0.054,24.01,11,29.4,0.65,0
station1,09-02-2022,10:00:00,14.9,5,0.074,24.05,6.4,33.6,0.66,0
station1,09-02-2022,10:20:00,27.9,5.3,0.04,24.19,9.9,23.4,0.71,0
station1,09-02-2022,10:40:00,13.2,5.4,0.079,24.25,10.2,31.5,0.68,0
station1,09-02-2022,11:00:00,12.6,5.3,0.097,24.31,9.6,21.2,0.64,0
station1,09-02-2022,11:20:00,30,5,0.05,24.41,11.6,30.9,0.61,0
station1,09-02-2022,11:40:00,14.6,5.6,0.001,24.71,11,19.2,0.69,0
station1,09-02-2022,12:00:00,21.8,6,0.053,25.09,8.5,28,0.69,0
station1,09-02-2022,12:20:00,9.3,5.5,0.061,25.31,8.9,20.8,0.75,0
station1,09-02-2022,12:40:00,10.7,5.8,0.061,25.39,10,25.6,0.69,0
station1,09-02-2022,13:00:00,19.3,5.8,0.017,25.86,8.8,29.2,0.64,0
station1,09-02-2022,13:20:00,9.1,5.6,0.012,25.9,8,23.9,0.65,0
station1,09-02-2022,13:40:00,26,5.9,0.009,25.97,6.4,32.7,0.74,0
station1,09-02-2022,14:00:00,7.1,5.8,0.015,25.95,9,34,0.75,0
station1,09-02-2022,14:20:00,26.6,5.4,0.058,25.82,8,32.2,0.73,0
station1,09-02-2022,14:40:00,8.4,5,0.041,25.62,10,22,0.73,0
station1,09-02-2022,15:00:00,29.7,5,0.075,25.57,6.2,34.1,0.72,0
station1,09-02-2022,15:20:00,26.2,5.8,0.096,25.54,6.1,32.5,0.65,0
station1,09-02-2022,15:40:00,5.5,5.2,0.024,25.35,11.2,28.1,0.72,0
station1,09-02-2022,16:00:00,16.4,5.5,0.043,25.17,10.9,25.9,0.7,0
station1,09-02-2022,16:20:00,24.7,6,0.056,25.16,7.6,26.2,0.63,0
station1,09-02-2022,16:40:00,18,5.1,0.1,25.05,7.9,24.3,0.66,0
station1,09-02-2022,17:00:00,13.3,5.9,0.034,24.78,9.9,32.2,0.64,0
station1,09-02-2022,17:20:00,6.2,5.5,0.033,24.63,8.9,32.7,0.6,0
station1,09-02-2022,17:40:00,22.5,5.4,0.051,24.57,7.6,31.9,0.73,0
station1,09-02-2022,18:00:00,6.6,5.3,0.026,24.49,6,19.1,0.64,0
station1,09-02-2022,18:20:00,12.7,5.5,0.073,24.37,12,32.2,0.71,0
station1,09-02-2022,18:40:00,5.5,5.3,0.081,24.31,11.2,27.9,0.7,0
station1,09-02-2022,19:00:00,15.5,5.1,0.007,24.16,7.1,24.1,0.68,0
station1,09-02-2022,19:20:00,25.2,5.6,0.005,24.14,7.5,23.9,0.65,0
station1,09-02-2022,19:40:00,15,5.8,0.032,24.07,12,26.7,0.73,0
station1,09-02-2022,20:00:00,12.2,5,0.046,24.05,11.6,28,0.69,0
station1,09-02-2022,20:20:00,14.3,5.5,0.016,23.99,8.6,19.4,0.73,0
station1,09-02-2022,20:40:00,8.2,5.2,0.03,23.9,7.7,30.1,0.63,0
station1,09-02-2022,21:00:00,28.4,5,0.005,23.71,9.1,20.3,0.68,0
station1,09-02-2022,21:20:00,21.7,5.2,0.01,23.62,11.3,23.6,0.63,0
station1,09-02-2022,21:40:00,15.9,5.5,0.002,23.48,7,21.8,0.64,0
