Station,Date,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l)
station1,06-02-2022 03:19,12,5.2,0.1,16.32,6.8,60.7,0.66
station1,06-02-2022 03:39,0.9,5.4,0,15.44,8.7,71.8,0.74
station1,06-02-2022 03:59,20.3,5.5,0.1,18.89,6.5,29.7,0.61
station1,06-02-2022 04:19,2,5.5,0,17.23,10.5,64.3,0.68
station1,06-02-2022 04:39,4.3,5.2,0.1,16.73,10.4,9,0.71
station1,06-02-2022 04:59,9.2,5.1,0.1,18.48,6.7,5.1,0.6
station1,06-02-2022 05:19,27.8,5.6,0,17.36,11.9,19.7,0.69
station1,06-02-2022 05:39,5.8,5.3,0.1,14.96,10.7,34.8,0.62
station1,06-02-2022 05:59,17,5.9,0,18.84,11.4,51.7,0.69
station1,06-02-2022 06:19,14,5,0,15.62,10.4,71,0.73
station1,06-02-2022 06:39,28.2,5.5,0.1,19.67,11.5,49.8,0.66
station1,06-02-2022 06:59,22.1,5.6,0,15.07,10.7,57.9,0.62
station1,06-02-2022 07:19,2.3,5.8,0.1,17.83,9.6,26.6,0.66
station1,06-02-2022 07:39,19.8,5.1,0.1,19.51,10.8,47.8,0.62
station1,06-02-2022 07:59,25.1,5.8,0.1,15.83,6.2,45.1,0.65
station1,06-02-2022 08:19,11.2,5.1,0,14.87,11.7,82,0.73
station1,06-02-2022 08:39,22.7,5.4,0,15.37,11.2,10.9,0.66
station1,06-02-2022 08:59,28.7,5.5,0,15.49,9.2,23.7,0.73
station1,06-02-2022 09:19,4.3,6,0.1,16.48,8.9,43.7,0.67
station1,06-02-2022 09:39,9.1,5.9,0,18.27,6.8,45.5,0.61
station1,06-02-2022 09:59,29,5.7,0,14.37,9.4,12.8,0.75
station1,06-02-2022 10:19,4.9,5.9,0.1,17.01,10.6,53.3,0.72
station1,06-02-2022 10:39,3,5.2,0,17.75,6.8,22,0.68
station1,06-02-2022 10:59,24.9,5.5,0.1,18.95,10.1,17.5,0.64
station1,06-02-2022 11:19,19.6,5.5,0.1,19.69,12,32.6,0.61
station1,06-02-2022 11:39,2.2,5,0.1,19.1,6.5,81,0.62
station1,06-02-2022 11:59,10.4,5.2,0.1,16.76,7.4,53,0.62
station1,06-02-2022 12:19,4.3,5.1,0.1,14.73,7.5,11.9,0.68
station1,06-02-2022 12:39,12,5.7,0,19.13,10.8,81,0.66
station1,06-02-2022 12:59,22.4,5.4,0.1,14.92,11.7,33.3,0.64
station1,06-02-2022 13:19,8.8,5.8,0.1,18.11,8.8,77.7,0.69
station1,06-02-2022 13:39,5.5,5.1,0.1,17.5,8.3,30.7,0.67
station1,06-02-2022 13:59,12.4,6,0,17.64,8.6,10.2,0.6
station1,06-02-2022 14:19,27.2,6,0.1,17.36,6.7,36.8,0.67
station1,06-02-2022 14:39,16.8,5.9,0.1,17.78,7.1,76.8,0.69
station1,06-02-2022 14:59,27.6,5.2,0.1,19.1,11.8,40.2,0.73
station1,06-02-2022 15:19,27.8,5.3,0,19.44,10,90,0.66
station1,06-02-2022 15:39,9.4,5.2,0,19.1,6.8,25.9,0.62
station1,06-02-2022 15:59,10.5,5.8,0.1,16.16,11.7,81.3,0.62
station1,06-02-2022 16:19,26.3,5.2,0,17.31,9,21.9,0.66
station1,06-02-2022 16:39,10.4,5.7,0.1,17.45,6.1,21.4,0.64
station1,06-02-2022 16:59,24.4,6,0,15.18,10.6,51.3,0.63
station1,06-02-2022 17:19,10.6,5.2,0.1,16.55,8.5,88.3,0.61
station1,06-02-2022 17:39,8.3,5,0,17.44,8.1,16.2,0.63
station1,06-02-2022 17:59,1.3,5.8,0.1,16.77,6.1,84.8,0.61
station1,06-02-2022 18:19,9.4,5.9,0.1,19.26,11.9,16.8,0.63
station1,06-02-2022 18:39,27.8,5,0,19.39,11.3,81.5,0.67
station1,06-02-2022 18:59,10.4,5.5,0,18.29,9.4,62.8,0.6
station1,06-02-2022 19:19,1.3,5.6,0,18.76,8,54.7,0.62
station1,06-02-2022 19:39,0.7,6,0.1,16.53,8.3,67.6,0.71
station1,06-02-2022 19:59,9,5.3,0,18.72,8.6,67.3,0.67
station1,06-02-2022 20:19,17.3,5.9,0.1,17.94,9,76.3,0.69
station1,06-02-2022 20:39,17.4,5.9,0,19.28,8.5,33.2,0.69
station1,06-02-2022 20:59,14.4,5.5,0,16.72,8.3,47.5,0.7
station1,06-02-2022 21:19,5.5,5,0,17.22,9.1,0.9,0.63
station1,06-02-2022 21:39,29.5,6,0.1,16.72,9.2,62,0.7
station1,06-02-2022 21:59,27.6,6,0,19.75,7.5,24.4,0.66
station1,06-02-2022 22:19,22.5,5.2,0.1,14.09,10.6,41.1,0.7
station1,06-02-2022 22:39,15.4,5.5,0.1,17.91,11.1,39,0.61
station1,06-02-2022 22:59,23.6,5.7,0.1,16.89,10.8,24.2,0.73
station1,06-02-2022 23:19,1.3,5.2,0.1,16.15,11.4,41.7,0.75
station1,06-02-2022 23:39,21.9,5.5,0,17.29,11.5,37.5,0.71
station1,06-02-2022 23:59,2.5,5.6,0.1,18.22,10.8,80.5,0.72
station1,07-02-2022 00:19,2.7,5.6,0.1,14.98,11.4,20.9,0.6
station1,07-02-2022 00:39,28.9,5.4,0,16.42,6.4,69.2,0.62
station1,07-02-2022 00:59,24.9,5,0,19.68,9.7,81.5,0.75
station1,07-02-2022 01:19,9.1,5,0.1,18.75,11.3,89.6,0.7
station1,07-02-2022 01:39,19.5,6,0,19.51,6.9,8.1,0.68
station1,07-02-2022 01:59,23.9,5.2,0,14.91,10.3,77.5,0.68
station1,07-02-2022 02:19,8.1,6,0.1,14.93,6.6,39.6,0.63
station1,07-02-2022 02:39,10,5.4,0,15.43,9.4,57.9,0.7
station1,07-02-2022 02:59,29,5.8,0,18.43,8.6,55.1,0.7
station1,07-02-2022 03:19,4.1,5.2,0.1,16.06,10,84.9,0.63
station1,07-02-2022 03:39,6.2,5.5,0.1,19.05,10.6,44.7,0.6
station1,07-02-2022 03:59,14.5,5.9,0,15.28,9.9,55.6,0.75
station1,07-02-2022 04:19,12.6,5,0,19.79,8.5,33.7,0.6
station1,07-02-2022 04:39,9.4,5.6,0,19.92,9.7,65,0.64
station1,07-02-2022 04:59,12.5,5.1,0.1,15.05,9.1,0.7,0.6
station1,07-02-2022 05:19,22.7,5.8,0.1,18.4,11.3,89.4,0.61
station1,07-02-2022 05:39,11.7,5.1,0,14.99,8.4,77,0.74
station1,07-02-2022 05:59,10.6,5.8,0,19.23,8.9,75.9,0.63
station1,07-02-2022 06:19,22.2,5,0,19.39,7.8,21,0.61
station1,07-02-2022 06:39,1.7,5.1,0.1,18.84,6.1,41.3,0.69
station1,07-02-2022 06:59,14.7,5,0.1,16.81,8.7,71.4,0.73
station1,07-02-2022 07:19,25,5.6,0.1,15.58,7.2,27.8,0.74
station1,07-02-2022 07:39,22.4,5.4,0,14.31,6.6,88.3,0.6
station1,07-02-2022 07:59,26.1,5.9,0.1,15.96,10.8,6.8,0.69
station1,07-02-2022 08:19,25.4,5.3,0,14.11,11.1,72.1,0.63
station1,07-02-2022 08:39,12.5,5.3,0.1,18.9,6.1,75.1,0.75
station1,07-02-2022 08:59,10.2,5.7,0.1,15.76,10.2,77.5,0.64
station1,07-02-2022 09:19,22.2,5.2,0,17.8,10.1,74.7,0.73
station1,07-02-2022 09:39,2.8,5.7,0.1,14.38,8.9,35,0.6
station1,07-02-2022 09:59,18.5,6,0,19.02,10.9,33.3,0.62
station1,07-02-2022 10:19,28.4,5.6,0.1,18.79,7.7,66.6,0.69
station1,07-02-2022 10:39,27.1,5.9,0,19.44,7.4,18.7,0.66
station1,07-02-2022 10:59,17.5,5.5,0,14.62,8.7,69.9,0.69
station1,07-02-2022 11:19,14.3,5.5,0,17.52,10,51.1,0.68
station1,07-02-2022 11:39,5.3,5.2,0.1,15.42,10,1.4,0.71
station1,07-02-2022 11:59,17.8,5.2,0.1,18.68,10.4,48.5,0.65
station1,07-02-2022 12:19,8.4,6,0,14.93,10.1,14.4,0.75
station1,07-02-2022 12:39,12.3,5.2,0,19.7,10.4,51,0.72
station1,07-02-2022 12:59,15.4,5.5,0,16.23,11.4,88.7,0.67
station1,07-02-2022 13:19,10.6,5.6,0,14.39,10.6,59.5,0.7
station1,07-02-2022 13:39,20.3,5.7,0.1,14.06,11.9,4,0.71
station1,07-02-2022 13:59,16.3,5.7,0,14.21,11.4,77,0.74
station1,07-02-2022 14:19,7,5,0,14.26,11.9,60,0.6
station1,07-02-2022 14:39,8.1,5.8,0.1,14.92,11.4,35.4,0.67
station1,07-02-2022 14:59,20.6,5.5,0.1,16.99,8.4,81.8,0.65
station1,07-02-2022 15:19,21.4,6,0.1,17.18,9.5,3.1,0.68
station1,07-02-2022 15:39,0.2,5.8,0,16.31,7.6,9.5,0.62
station1,07-02-2022 15:59,24,6,0,17.58,11.9,39.5,0.62
station1,07-02-2022 16:19,3.6,5.4,0,16.72,8.7,59.8,0.67
station1,07-02-2022 16:39,18.9,5.8,0.1,15.06,7.3,38.2,0.69
station1,07-02-2022 16:59,29.1,5.8,0,18.41,10.5,43.8,0.72
station1,07-02-2022 17:19,26.8,5.2,0.1,18.24,9.5,37.3,0.67
station1,07-02-2022 17:39,6.7,6,0,14.95,6.6,5.8,0.75
station1,07-02-2022 17:59,15.2,5.5,0,16.53,10.4,30.6,0.72
station1,07-02-2022 18:19,13.3,5.1,0.1,14.49,8.3,53.4,0.63
station1,07-02-2022 18:39,24.9,5.3,0,17.65,8,2.1,0.6
station1,07-02-2022 18:59,16.5,5.8,0,18.73,7.3,67,0.73
station1,07-02-2022 19:19,25.1,6,0.1,14.24,8.6,56.6,0.64
station1,07-02-2022 19:39,7.3,6,0,16.56,6.2,87.7,0.62
station1,07-02-2022 19:59,18.1,5.4,0,19.47,9,24.5,0.65
station1,07-02-2022 20:19,2.5,5.5,0.1,18.09,10.8,70.3,0.62
station1,07-02-2022 20:39,15.4,5.2,0,18.27,10.9,52.4,0.64
station1,07-02-2022 20:59,23.9,5.1,0,16.38,6.4,25.4,0.6
station1,07-02-2022 21:19,19.5,5.1,0.1,17.18,9.4,62.4,0.69
station1,07-02-2022 21:39,17.7,5.5,0.1,14.65,10.8,24.7,0.62
station1,07-02-2022 21:59,20,5,0,16.49,10.2,12.7,0.67
station1,07-02-2022 22:19,6.3,5.3,0.1,16.1,9,6.1,0.72
station1,07-02-2022 22:39,19.2,5.3,0,17.88,8.2,79.5,0.61
station1,07-02-2022 22:59,15.1,5.5,0,15.02,11.8,87.3,0.68
station1,07-02-2022 23:19,2.4,5.6,0.1,19.73,10.6,61.4,0.66
station1,07-02-2022 23:39,2.9,5.6,0.1,17.61,6.3,61.4,0.7
station1,07-02-2022 23:59,17.5,5.3,0.1,17.29,8.3,73.9,0.62
station1,08-02-2022 00:19,13.3,5.7,0,17.63,9.2,48.6,0.66
station1,08-02-2022 00:39,24.9,5.6,0,18.75,6.5,78.5,0.65
station1,08-02-2022 00:59,9.6,6,0,14.16,12,4.7,0.61
station1,08-02-2022 01:19,11.8,5,0.1,15.82,6.1,51.3,0.75
station1,08-02-2022 01:39,29.8,5.4,0,16.57,6.2,41.2,0.63
station1,08-02-2022 01:59,10,5,0.1,17.44,11.8,2,0.67
station1,08-02-2022 02:19,18.8,5.3,0.1,16.27,8.9,28.5,0.61
station1,08-02-2022 02:39,5,5.9,0.1,17.99,9.2,70.5,0.6
station1,08-02-2022 02:59,5.8,6,0,14.5,7.9,81.1,0.66
station1,08-02-2022 03:19,19.8,5.2,0,18.17,7.6,40.6,0.62
station1,08-02-2022 03:39,29.6,5.4,0,18.37,10.7,66.7,0.6
station1,08-02-2022 03:59,3.4,5.8,0,17.48,6.2,67.8,0.6
station1,08-02-2022 04:19,4.5,5.8,0,17.92,8.3,33,0.68
station1,08-02-2022 04:39,8,5.2,0.1,18.01,6.4,76.3,0.61
station1,08-02-2022 04:59,11.6,5.9,0,17.56,10.8,33.7,0.74
station1,08-02-2022 05:19,9.2,5.1,0,15.73,10.7,68.9,0.67
station1,08-02-2022 05:39,28.1,5.2,0,19.92,11.4,79.2,0.71
station1,08-02-2022 05:59,0,5.9,0.1,17.86,7.8,72.1,0.65
station1,08-02-2022 06:19,23.1,5.9,0.1,18.86,7.6,46,0.61
station1,08-02-2022 06:39,8.5,6,0,18.79,9.1,1.9,0.66
station1,08-02-2022 06:59,21.1,6,0.1,16.22,6.4,75.4,0.71
station1,08-02-2022 07:19,7,5,0.1,17.61,11,88,0.71
station1,08-02-2022 07:39,22.8,5.6,0.1,17.38,11.6,82.5,0.66
station1,08-02-2022 07:59,15.2,5.7,0,18.14,8.3,22.9,0.73
station1,08-02-2022 08:19,2.7,6,0,16.04,8.5,42.6,0.61
station1,08-02-2022 08:39,22.2,5.5,0,14.35,11.5,53,0.73
station1,08-02-2022 08:59,29.6,5.1,0.1,14.51,10.2,57.4,0.73
station1,08-02-2022 09:19,0.6,5.1,0,17.12,6.8,85.9,0.71
station1,08-02-2022 09:39,5.2,5.3,0.1,18.45,11.5,11.3,0.65
station1,08-02-2022 09:59,11.2,5.1,0,17.61,6.4,68.8,0.73
station1,08-02-2022 10:19,0.1,5.5,0,19.85,9.8,74.6,0.64
station1,08-02-2022 10:39,2.6,5.6,0.1,14.92,7.7,15.3,0.67
station1,08-02-2022 10:59,12.7,6,0,16.09,6.5,75.5,0.6
station1,08-02-2022 11:19,2.2,5.2,0.1,17.97,9.4,22,0.65
station1,08-02-2022 11:39,10.4,5.6,0.1,19.67,6.2,36.8,0.7
station1,08-02-2022 11:59,29.4,6,0,17.86,9.9,7.9,0.61
station1,08-02-2022 12:19,13.2,5.1,0.1,17.76,11.7,24,0.6
station1,08-02-2022 12:39,27.2,5.5,0,18.29,8.7,35.4,0.64
station1,08-02-2022 12:59,22.8,5.8,0,14.49,12,71.8,0.63
station1,08-02-2022 13:19,18.8,6,0.1,18.32,8.3,61,0.7
station1,08-02-2022 13:39,21.7,5.8,0.1,17.6,7,53.6,0.66
station1,08-02-2022 13:59,17.6,5,0,17.81,11.6,20.3,0.64
station1,08-02-2022 14:19,25.8,6,0.1,15.15,11.1,31.4,0.64
station1,08-02-2022 14:39,15.2,5.8,0.1,19.84,8.1,18.6,0.75
station1,08-02-2022 14:59,2.3,5.9,0,16.32,6.3,27.4,0.69
station1,08-02-2022 15:19,4.1,5.3,0,17.13,8.8,47.7,0.62
station1,08-02-2022 15:39,5.6,5.8,0,19.79,10.2,36.6,0.62
station1,08-02-2022 15:59,10,5.4,0,17.8,11.1,75.6,0.64
station1,08-02-2022 16:19,22.6,5.1,0.1,17.13,10.3,37.3,0.74
station1,08-02-2022 16:39,26.3,5.7,0.1,15.05,10.8,40,0.63
station1,08-02-2022 16:59,29.2,5.3,0.1,15.64,7.4,53.4,0.7
station1,08-02-2022 17:19,26.1,5.6,0.1,15.13,6.2,35.3,0.72
station1,08-02-2022 17:39,18.7,5.3,0,14.26,7.6,2.2,0.7
station1,08-02-2022 17:59,11.5,6,0.1,15.19,8.3,68.2,0.63
station1,08-02-2022 18:19,8.7,5.7,0,17.69,9.3,12.3,0.6
station1,08-02-2022 18:39,25.1,5.6,0.1,14.45,7,1.3,0.61
station1,08-02-2022 18:59,21,5.2,0.1,19.42,8.5,50.1,0.62
station1,08-02-2022 19:19,16.9,5.3,0.1,19.59,7.5,77.6,0.67
station1,08-02-2022 19:39,25.7,6,0,16.81,6.7,56.8,0.62
station1,08-02-2022 19:59,3.5,5.2,0.1,14.4,9.8,24.4,0.74
station1,08-02-2022 20:19,11.3,5.3,0.1,17.37,8.5,87.6,0.7
station1,08-02-2022 20:39,6.9,5.3,0,18.63,6.9,65,0.74
station1,08-02-2022 20:59,19.8,5.6,0.1,15.6,10,75.5,0.62
station1,08-02-2022 21:19,15.8,5.8,0,18.9,6.5,81.6,0.68
station1,08-02-2022 21:39,19.6,6,0,17.6,6.3,41.3,0.67
station1,08-02-2022 21:59,17.7,5.4,0,15.72,8.9,69.7,0.63
station1,08-02-2022 22:19,27.4,5.6,0,15.23,8.4,53,0.7
station1,08-02-2022 22:39,18.3,5.9,0,19.46,7.1,73.2,0.67
station1,08-02-2022 22:59,12.5,5.2,0.1,19.79,9,49.6,0.72
station1,08-02-2022 23:19,20.2,5.1,0.1,14.2,8.1,49,0.62
station1,08-02-2022 23:39,17.2,5.8,0,14.76,7,30.2,0.72
station1,08-02-2022 23:59,26.4,5.3,0,19.8,6.5,50.8,0.68
station1,09-02-2022 00:19,28.6,5.2,0,14.43,11.2,67.5,0.6
station1,09-02-2022 00:39,27.5,5.7,0,16.96,8.3,8.8,0.73
station1,09-02-2022 00:59,28.1,5,0.1,18.04,6.9,65.9,0.7
station1,09-02-2022 01:19,13.3,5.5,0.1,19.33,8.4,6,0.69
station1,09-02-2022 01:39,1.1,5,0.1,16.57,8.6,29.9,0.71
station1,09-02-2022 01:59,28.6,5.5,0,15.1,8.5,20.3,0.73
station1,09-02-2022 02:19,24.2,5.8,0.1,15.48,9.8,54,0.63
station1,09-02-2022 02:39,16.8,5,0.1,16.92,7.9,25.3,0.61
station1,09-02-2022 02:59,11.3,5.6,0.1,17.5,7.3,26.1,0.63
station1,09-02-2022 03:19,27.2,5.1,0.1,16.35,7.2,85.8,0.71
station1,09-02-2022 03:39,6.8,5.6,0,19.72,9.8,76.6,0.61
station1,09-02-2022 03:59,12.4,5.2,0.1,18.51,10.5,41.7,0.7
station1,09-02-2022 04:19,23.3,5.5,0.1,17.44,10.8,24.6,0.61
station1,09-02-2022 04:39,8.2,5.7,0,14.24,8.4,16.2,0.61
station1,09-02-2022 04:59,10.5,5.6,0.1,17.81,11,78.5,0.62
station1,09-02-2022 05:19,11.3,5.7,0.1,18.07,8,5.8,0.65
station1,09-02-2022 05:39,11.3,5.6,0.1,19.88,8.6,3.1,0.66
station1,09-02-2022 05:59,23.2,5.2,0.1,19.73,11.2,67.3,0.6
station1,09-02-2022 06:19,3.8,5.1,0,14.98,7.7,5.9,0.65
station1,09-02-2022 06:39,18.6,5.1,0.1,14.25,7,31.7,0.72
station1,09-02-2022 06:59,2.4,5.8,0.1,18.6,8.9,88.3,0.6
station1,09-02-2022 07:19,20.7,5.8,0.1,15.16,9.9,19,0.64
station1,09-02-2022 07:39,28.7,5.8,0,17.77,6,33.8,0.63
station1,09-02-2022 07:59,27.3,5.9,0,16.73,9.1,66.6,0.66
station1,09-02-2022 08:19,26.7,5.5,0.1,17.77,11.3,35.3,0.62
station1,09-02-2022 08:39,30,5.4,0,17.93,10.1,14.1,0.67
station1,09-02-2022 08:59,26.4,5.2,0.1,16.5,8.3,87.6,0.62
station1,09-02-2022 09:19,2.5,5.1,0,15.74,7.6,83.1,0.69
station1,09-02-2022 09:39,10.9,5.6,0.1,19.7,9.6,4.3,0.71
station1,09-02-2022 09:59,8,5.8,0,18.61,11,47.7,0.65
station1,09-02-2022 10:19,14.9,5,0.1,14.26,6.4,44.8,0.66
station1,09-02-2022 10:39,27.9,5.3,0,16.92,9.9,78.2,0.71
station1,09-02-2022 10:59,13.2,5.4,0.1,15.47,10.2,82.3,0.68
station1,09-02-2022 11:19,12.6,5.3,0.1,17.22,9.6,4.7,0.64
station1,09-02-2022 11:39,30,5,0,15.81,11.6,79,0.61
station1,09-02-2022 11:59,14.6,5.6,0.1,16.74,11,69.7,0.69
station1,09-02-2022 12:19,21.8,6,0.1,16.72,8.5,23.3,0.69
station1,09-02-2022 12:39,9.3,5.5,0,18.38,8.9,20.5,0.75
station1,09-02-2022 12:59,10.7,5.8,0.1,19.91,10,20,0.69
station1,09-02-2022 13:19,19.3,5.8,0,14.88,8.8,7.9,0.64
station1,09-02-2022 13:39,9.1,5.6,0,18.81,8,18.6,0.65
station1,09-02-2022 13:59,26,5.9,0.1,19.6,6.4,11.3,0.74
station1,09-02-2022 14:19,7.1,5.8,0.1,19.39,9,86.2,0.75
station1,09-02-2022 14:39,26.6,5.4,0.1,18.16,8,20.1,0.73
station1,09-02-2022 14:59,8.4,5,0.1,14.1,10,49.9,0.73
station1,09-02-2022 15:19,29.7,5,0,14.48,6.2,32.1,0.72
station1,09-02-2022 15:39,26.2,5.8,0,16.88,6.1,19.8,0.65
station1,09-02-2022 15:59,5.5,5.2,0,17.55,11.2,20.4,0.72
station1,09-02-2022 16:19,16.4,5.5,0.1,17.42,10.9,29.2,0.7
station1,09-02-2022 16:39,24.7,6,0.1,19.99,7.6,4.3,0.63
station1,09-02-2022 16:59,18,5.1,0,15.85,7.9,60.6,0.66
station1,09-02-2022 17:19,13.3,5.9,0.1,19.69,9.9,14.9,0.64
station1,09-02-2022 17:39,6.2,5.5,0.1,19.39,8.9,3.9,0.6
station1,09-02-2022 17:59,22.5,5.4,0,15.3,7.6,66.2,0.73
station1,09-02-2022 18:19,6.6,5.3,0.1,19.28,6,35.9,0.64
station1,09-02-2022 18:39,12.7,5.5,0.1,17.09,12,24.1,0.71
station1,09-02-2022 18:59,5.5,5.3,0.1,15.22,11.2,26.2,0.7
station1,09-02-2022 19:19,15.5,5.1,0,15.11,7.1,52.3,0.68
station1,09-02-2022 19:39,25.2,5.6,0.1,16.24,7.5,88.7,0.65
station1,09-02-2022 19:59,15,5.8,0,15.27,12,44.5,0.73
station1,09-02-2022 20:19,12.2,5,0.1,19.5,11.6,5.2,0.69
station1,09-02-2022 20:39,14.3,5.5,0.1,14.28,8.6,59.3,0.73
station1,09-02-2022 20:59,8.2,5.2,0.1,18.14,7.7,79.7,0.63
station1,09-02-2022 21:19,28.4,5,0.1,17.16,9.1,15.9,0.68
station1,09-02-2022 21:39,21.7,5.2,0,18.24,11.3,64.8,0.63
station1,09-02-2022 21:59,15.9,5.5,0.1,19.24,7,30,0.64
station1,09-02-2022 22:19,4.6,5.9,0,17.39,9,20.6,0.63
station1,09-02-2022 22:39,25.8,5.6,0,19.64,7.4,75.3,0.7
station1,09-02-2022 22:59,2.5,5.8,0.1,15.73,11.5,79.8,0.66
station1,09-02-2022 23:19,0.3,5,0.1,18.03,9.5,12.1,0.62
station1,09-02-2022 23:39,29,5.6,0,15.98,11.5,21,0.68
station1,09-02-2022 23:59,22.5,5.9,0.1,18.34,10.5,41.7,0.72
station1,10-02-2022 00:19,25.9,5.5,0,14.57,10.6,73.8,0.64
station1,10-02-2022 00:39,4.8,5.9,0,16.32,9.9,7.5,0.7
station1,10-02-2022 00:59,28.8,5.9,0,18.58,7.9,49.6,0.71
station1,10-02-2022 01:19,18.5,5.8,0,17.02,6.6,3.3,0.72
station1,10-02-2022 01:39,13.5,5.3,0,14.41,7.6,32.3,0.69
station1,10-02-2022 01:59,23,5.2,0.1,16.48,7,65.7,0.73
station1,10-02-2022 02:19,1.3,5.9,0,19.33,11.4,37.5,0.72
station1,10-02-2022 02:39,11,5.4,0.1,19.7,6.6,36.2,0.72
station1,10-02-2022 02:59,28.9,5.1,0,16.48,11.5,83.6,0.66
station1,10-02-2022 03:19,10.8,5.4,0,18.78,7.2,78.6,0.68
station1,10-02-2022 03:39,6.7,5.5,0.1,14.44,9.2,8.1,0.73
station1,10-02-2022 03:59,8.2,5.6,0.1,16.56,6.5,71.5,0.64
station1,10-02-2022 04:19,1.5,5.1,0,14.16,10.1,67.2,0.73
station1,10-02-2022 04:39,5.9,6,0.1,16.62,11.7,47.7,0.66
station1,10-02-2022 04:59,27,5,0.1,19.92,7.2,63.7,0.61
station1,10-02-2022 05:19,27.7,5.4,0.1,17.69,8.9,41.5,0.62
station1,10-02-2022 05:39,27.8,5.8,0.1,16.7,11.3,41.4,0.75
station1,10-02-2022 05:59,18.7,5.1,0,19.3,10.5,26.7,0.62
station1,10-02-2022 06:19,17.3,5.7,0.1,16.57,11.9,85.5,0.64
station1,10-02-2022 06:39,2.3,5.6,0.1,18.55,7.9,67.3,0.61
station1,10-02-2022 06:59,28.3,5.1,0,15.7,10.1,36.6,0.6
station1,10-02-2022 07:19,23.2,5.7,0.1,16.81,10.1,41.4,0.69
station1,10-02-2022 07:39,0.2,5.5,0,18.09,9,53.3,0.69
station1,10-02-2022 07:59,7.7,5.9,0.1,18.47,10,19.5,0.74
station1,10-02-2022 08:19,19.6,5.2,0.1,19.22,9.5,5.1,0.68
station1,10-02-2022 08:39,8.9,5.5,0.1,17.01,10.9,77.8,0.7
station1,10-02-2022 08:59,2.5,6,0,17.83,11.3,48.9,0.71
station1,10-02-2022 09:19,6.8,5.7,0,17.8,9.6,48.5,0.68
station1,10-02-2022 09:39,21.6,5.4,0.1,19.55,9.2,70.5,0.7
station1,10-02-2022 09:59,28.1,5.8,0.1,14.53,8.7,43.8,0.65
station1,10-02-2022 10:19,7.2,5.7,0.1,15.66,11.7,31.1,0.67
station1,10-02-2022 10:39,14,5.8,0,15.11,9.4,4.2,0.68
station1,10-02-2022 10:59,4.3,5.9,0,18.64,11.5,45.2,0.62
station1,10-02-2022 11:19,19.7,5,0.1,14.62,11.7,80.9,0.69
station1,10-02-2022 11:39,23.6,6,0,16.87,7.5,3.9,0.67
station1,10-02-2022 11:59,1.4,5,0.1,14.35,10,49.7,0.75
station1,10-02-2022 12:19,9.1,5.5,0.1,15.8,10.9,40.6,0.75
station1,10-02-2022 12:39,14.5,5.5,0,16.97,12,48.8,0.63
station1,10-02-2022 12:59,13,5.2,0,15.83,9.2,89.8,0.68
station1,10-02-2022 13:19,5.6,5.7,0,19.21,11.8,85.9,0.74
station1,10-02-2022 13:39,18.8,5.6,0.1,14.9,11.2,67.5,0.65
station1,10-02-2022 13:59,6.5,5,0,17.2,6.9,2.2,0.71
station1,10-02-2022 14:19,3.7,5.8,0,18.16,10,3.2,0.73
station1,10-02-2022 14:39,8.1,5.7,0.1,19.99,11.9,22.8,0.67
station1,10-02-2022 14:59,22.6,5,0.1,15.5,9.2,27,0.64
station1,10-02-2022 15:19,14.7,5.9,0,18.98,9,2.9,0.63
station1,10-02-2022 15:39,2.7,6,0.1,16.55,8.3,6.8,0.67
station1,10-02-2022 15:59,5.6,5,0.1,14.9,7.3,69.8,0.61
station1,10-02-2022 16:19,13.7,5.2,0.1,18.06,7.1,40,0.69
station1,10-02-2022 16:39,0.6,5,0,19.39,8.1,77.5,0.68
station1,10-02-2022 16:59,11.8,5,0.1,15.14,9.2,61.1,0.71
station1,10-02-2022 17:19,18.5,5.6,0.1,16.59,11.9,32.7,0.68
station1,10-02-2022 17:39,19.5,5.7,0,18.86,7.5,51,0.7
station1,10-02-2022 17:59,8,5.9,0.1,17.57,9.4,58.8,0.67
station1,10-02-2022 18:19,5.4,5.3,0,14.39,8.6,41.6,0.75
station1,10-02-2022 18:39,27.7,5,0.1,16.83,7.8,54.4,0.66
station1,10-02-2022 18:59,1.4,6,0.1,18.2,8.9,83.3,0.68
station1,10-02-2022 19:19,15.4,5.8,0.1,19.56,7.7,24.5,0.67
station1,10-02-2022 19:39,16,5.7,0.1,19.42,8.1,70.4,0.67
station1,10-02-2022 19:59,8.2,6,0,16.67,7.9,9.8,0.63
station1,10-02-2022 20:19,5.3,5.3,0,14.08,9.5,78.8,0.75
station1,10-02-2022 20:39,23.4,5,0,16.21,7.1,43,0.75
station1,10-02-2022 20:59,12.5,5,0.1,17.7,11,23.6,0.63
station1,10-02-2022 21:19,17.1,5.2,0.1,16.09,9.4,9.6,0.63
station1,10-02-2022 21:39,3.8,5.2,0,17.47,10,28,0.74
station1,10-02-2022 21:59,4.6,5.9,0,15.9,8.1,74.9,0.66
station1,10-02-2022 22:19,4,5.7,0.1,16.85,7.7,34.9,0.65
station1,10-02-2022 22:39,27.4,5.2,0.1,15.42,7.4,83.6,0.62
station1,10-02-2022 22:59,2.8,5.7,0,18.33,8.8,55.5,0.74
station1,10-02-2022 23:19,12.3,5.5,0,16.32,11.9,82.3,0.65
